return_id,order_item_id,return_date,return_reason,refund_amount
1803,35570,2026-08-23,Defective/damaged,657.42
1804,35581,2023-09-12,Changed mind,112.64
1805,35583,2023-12-01,Defective/damaged,251.37
1806,35587,2023-10-29,Not as described,322.24
1807,35608,2026-05-08,Not as described,92.5
1808,35635,2026-02-14,Not as described,332.44
1809,35665,2024-02-01,Changed mind,47.03
1810,35695,2024-10-31,Changed mind,166.97
1811,35706,2025-05-28,Defective/damaged,12.02
1812,35720,2023-11-24,Changed mind,57.71
1813,35722,2023-11-19,Wrong size/fit,106.56
1814,35739,2024-10-19,Not as described,98.02
1815,35754,2023-10-13,Changed mind,642.36
1816,35773,2024-06-30,Not as described,55.57
1817,35797,2025-09-17,Changed mind,45.0
1818,35806,2026-02-02,Not as described,83.38
1819,35810,2026-09-05,Changed mind,54.22
1820,35826,2025-08-01,Changed mind,166.81
1821,35836,2025-11-03,Changed mind,250.2
1822,35846,2026-01-29,Defective/damaged,392.61
1823,35876,2025-11-01,Wrong size/fit,123.84
1824,35879,2025-12-05,Wrong size/fit,53.87
1825,35977,2025-07-10,Not as described,105.59
1826,35979,2025-07-01,Not as described,979.89
1827,35990,2026-01-09,Not as described,1094.48
1828,36009,2025-07-06,Changed mind,31.54
1829,36043,2026-07-27,Wrong size/fit,126.91
1830,36044,2024-11-18,Wrong size/fit,61.75
1831,36141,2023-07-01,Not as described,89.18
1832,36142,2023-07-12,Not as described,64.68
1833,36151,2024-02-23,Wrong size/fit,78.26
1834,36177,2026-08-04,Defective/damaged,627.68
1835,36185,2026-01-12,Changed mind,441.86
1836,36209,2026-07-27,Not as described,230.08
1837,36232,2026-04-07,Not as described,155.97
1838,36255,2024-07-19,Changed mind,290.52
1839,36261,2024-10-23,Changed mind,70.18
1840,36273,2026-02-10,Defective/damaged,207.27
1841,36282,2026-07-05,Changed mind,50.53
1842,36291,2023-06-11,Changed mind,423.44
1843,36308,2024-02-27,Changed mind,229.64
1844,36325,2024-07-26,Defective/damaged,801.9
1845,36338,2025-12-04,Changed mind,517.9
1846,36345,2023-03-22,Defective/damaged,14.6
1847,36417,2025-11-25,Not as described,82.86
1848,36425,2026-05-29,Changed mind,173.96
1849,36459,2025-06-02,Wrong size/fit,50.57
1850,36471,2025-09-03,Changed mind,45.85
1851,36483,2024-03-02,Changed mind,32.35
1852,36566,2026-02-02,Wrong size/fit,76.58
1853,36579,2026-04-02,Changed mind,172.46
1854,36580,2026-04-05,Changed mind,61.84
1855,36694,2023-08-23,Wrong size/fit,67.37
1856,36749,2024-12-24,Changed mind,727.0
1857,36757,2025-03-06,Changed mind,98.88
1858,36779,2024-09-01,Not as described,558.41
1859,36784,2023-09-26,Changed mind,57.7
1860,36791,2023-04-11,Defective/damaged,484.22
1861,36793,2023-11-09,Changed mind,60.33
1862,36812,2023-10-21,Not as described,77.44
1863,36828,2024-02-13,Defective/damaged,314.04
1864,36837,2023-04-23,Defective/damaged,653.31
1865,36859,2026-03-18,Defective/damaged,533.65
1866,36903,2025-01-27,Changed mind,110.55
1867,36916,2025-06-02,Changed mind,360.85
1868,36951,2026-07-08,Changed mind,1226.0
1869,36982,2024-04-19,Changed mind,178.93
1870,36991,2025-01-29,Changed mind,209.46
1871,37021,2026-04-01,Changed mind,87.41
1872,37022,2026-07-26,Changed mind,78.17
1873,37026,2024-05-20,Changed mind,26.6
1874,37029,2023-05-10,Changed mind,335.1
1875,37094,2026-01-30,Wrong size/fit,50.28
1876,37117,2025-01-25,Not as described,65.09
1877,37132,2025-10-30,Wrong size/fit,151.8
1878,37150,2026-01-10,Changed mind,10.95
1879,37168,2024-06-23,Changed mind,72.63
1880,37177,2024-11-13,Defective/damaged,50.23
1881,37194,2025-08-05,Defective/damaged,56.09
1882,37213,2024-11-02,Not as described,115.46
1883,37263,2024-06-05,Wrong size/fit,76.22
1884,37266,2025-04-29,Changed mind,566.32
1885,37286,2023-07-31,Changed mind,76.12
1886,37302,2024-02-03,Changed mind,44.63
1887,37333,2025-04-11,Defective/damaged,218.02
1888,37347,2023-12-23,Changed mind,67.43
1889,37405,2024-06-26,Wrong size/fit,166.97
1890,37447,2023-10-24,Wrong size/fit,58.74
1891,37450,2023-11-01,Changed mind,13.1
1892,37462,2024-02-11,Wrong size/fit,48.28
1893,37482,2024-11-27,Wrong size/fit,78.19
1894,37488,2025-02-09,Wrong size/fit,41.75
1895,37490,2025-02-02,Changed mind,84.59
1896,37495,2025-05-28,Changed mind,111.14
1897,37509,2023-07-01,Wrong size/fit,64.14
1898,37519,2023-12-08,Changed mind,26.8
1899,37540,2024-10-07,Changed mind,123.52
1900,37555,2025-02-05,Changed mind,114.82
1901,37559,2023-06-15,Defective/damaged,24.81
1902,37618,2024-09-11,Changed mind,41.98
1903,37621,2024-11-17,Not as described,316.77
1904,37626,2025-05-14,Changed mind,66.49
1905,37628,2025-07-15,Changed mind,25.85
1906,37658,2023-04-15,Changed mind,324.31
1907,37693,2023-05-10,Changed mind,274.18
1908,37708,2023-09-13,Defective/damaged,146.78
1909,37718,2026-02-21,Defective/damaged,399.69
1910,37734,2025-11-10,Changed mind,50.03
1911,37743,2024-07-15,Changed mind,49.63
1912,37753,2023-12-16,Changed mind,130.87
1913,37759,2026-03-21,Wrong size/fit,98.2
1914,37765,2026-04-07,Wrong size/fit,52.09
1915,37785,2026-08-29,Defective/damaged,464.44
1916,37787,2025-04-15,Not as described,89.75
1917,37831,2025-01-09,Wrong size/fit,146.35
1918,37833,2025-02-03,Changed mind,74.26
1919,37835,2025-03-03,Changed mind,71.84
1920,37852,2026-02-26,Wrong size/fit,179.86
1921,37857,2026-07-20,Wrong size/fit,143.53
1922,37863,2024-01-13,Wrong size/fit,76.1
1923,37893,2025-10-03,Wrong size/fit,138.46
1924,37922,2024-07-24,Wrong size/fit,78.19
1925,37934,2025-11-19,Wrong size/fit,89.88
1926,37964,2024-05-09,Changed mind,50.57
1927,37995,2025-02-20,Not as described,486.96
1928,38016,2025-12-30,Changed mind,50.61
1929,38027,2026-04-05,Changed mind,17.43
1930,38028,2026-04-02,Not as described,53.11
1931,38032,2026-04-23,Wrong size/fit,90.42
1932,38039,2026-07-19,Changed mind,138.38
1933,38046,2024-03-29,Defective/damaged,185.51
1934,38048,2024-07-11,Changed mind,199.88
1935,38060,2024-04-24,Changed mind,139.66
1936,38068,2024-07-10,Not as described,90.94
1937,38086,2025-01-29,Changed mind,23.23
1938,38089,2025-03-24,Changed mind,69.61
1939,38091,2025-03-26,Not as described,128.36
1940,38094,2025-05-06,Changed mind,136.97
1941,38105,2025-09-20,Wrong size/fit,153.44
1942,38107,2025-10-21,Changed mind,231.47
1943,38116,2026-03-15,Wrong size/fit,76.58
1944,38136,2026-01-13,Wrong size/fit,16.01
1945,38149,2024-08-01,Changed mind,642.36
1946,38210,2023-05-03,Wrong size/fit,58.79
1947,38252,2025-11-07,Defective/damaged,46.97
1948,38254,2025-11-13,Changed mind,72.74
1949,38267,2024-06-30,Not as described,45.25
1950,38330,2024-11-03,Not as described,100.45
1951,38381,2025-09-11,Changed mind,566.12
1952,38411,2023-11-30,Not as described,138.8
1953,38423,2024-04-24,Changed mind,36.19
1954,38447,2025-03-26,Not as described,197.19
1955,38472,2025-06-04,Changed mind,587.98
1956,38492,2024-01-08,Wrong size/fit,155.28
1957,38493,2024-01-11,Changed mind,302.58
1958,38517,2024-11-24,Changed mind,176.38
1959,38531,2024-01-17,Changed mind,487.66
1960,38568,2024-09-09,Wrong size/fit,25.42
1961,38577,2024-12-26,Changed mind,834.69
1962,38639,2023-11-22,Defective/damaged,414.17
1963,38642,2024-01-14,Wrong size/fit,67.07
1964,38684,2025-04-21,Not as described,24.81
1965,38691,2025-07-13,Defective/damaged,79.68
1966,38702,2026-01-01,Changed mind,11.98
1967,38727,2024-06-28,Changed mind,199.88
1968,38739,2023-11-19,Not as described,26.44
1969,38756,2026-05-13,Changed mind,96.8
1970,38781,2024-08-18,Defective/damaged,555.31
1971,38783,2024-09-04,Defective/damaged,26.0
1972,38788,2024-12-07,Not as described,128.77
1973,38820,2025-01-23,Not as described,21.47
1974,38836,2024-11-19,Defective/damaged,222.05
1975,38859,2025-05-26,Changed mind,193.88
1976,38937,2026-03-06,Changed mind,93.52
1977,38961,2023-08-18,Not as described,52.13
1978,39034,2023-12-14,Changed mind,90.94
1979,39037,2024-01-27,Wrong size/fit,143.53
1980,39052,2024-05-20,Changed mind,17.71
1981,39059,2024-08-20,Not as described,98.02
1982,39066,2025-01-02,Changed mind,303.6
1983,39070,2025-03-06,Not as described,97.93
1984,39100,2025-01-15,Not as described,94.17
1985,39118,2024-12-24,Changed mind,146.5
1986,39128,2025-08-14,Not as described,181.89
1987,39190,2025-03-23,Changed mind,78.5
1988,39192,2025-04-15,Defective/damaged,657.42
1989,39254,2024-02-22,Changed mind,254.75
1990,39261,2024-07-17,Wrong size/fit,242.48
1991,39370,2025-06-09,Not as described,79.21
1992,39371,2025-06-28,Changed mind,46.82
1993,39395,2024-06-02,Wrong size/fit,172.18
1994,39419,2024-02-13,Not as described,216.03
1995,39426,2024-06-03,Not as described,35.55
1996,39452,2024-09-24,Wrong size/fit,94.75
1997,39469,2025-07-01,Not as described,26.93
1998,39504,2026-07-05,Changed mind,22.55
1999,39506,2026-08-15,Wrong size/fit,157.68
2000,39513,2024-09-05,Not as described,314.04
2001,39535,2025-05-25,Defective/damaged,64.49
2002,39538,2025-10-10,Changed mind,210.66
2003,39545,2025-12-29,Defective/damaged,83.84
2004,39563,2026-09-13,Wrong size/fit,62.71
2005,39591,2024-08-27,Not as described,178.44
2006,39593,2024-08-31,Not as described,76.22
2007,39595,2024-09-03,Not as described,109.86
2008,39600,2024-12-12,Defective/damaged,399.42
2009,39657,2026-08-29,Wrong size/fit,114.65
2010,39685,2024-02-24,Wrong size/fit,311.94
2011,39689,2024-04-10,Changed mind,303.6
2012,39690,2024-04-03,Changed mind,27.26
2013,39699,2024-08-13,Wrong size/fit,225.28
2014,39710,2024-12-13,Changed mind,40.04
2015,39723,2024-01-29,Changed mind,127.18
2016,39763,2023-06-13,Changed mind,242.34
2017,39817,2025-12-06,Wrong size/fit,382.86
2018,39859,2024-01-21,Wrong size/fit,176.38
2019,39861,2024-02-18,Changed mind,176.38
2020,39877,2025-04-08,Not as described,68.57
2021,39908,2026-03-09,Defective/damaged,4.93
2022,39934,2026-04-12,Changed mind,129.05
2023,39935,2026-06-12,Defective/damaged,100.59
2024,39947,2025-03-14,Defective/damaged,299.44
2025,39952,2025-03-31,Defective/damaged,1293.66
2026,39961,2023-02-06,Wrong size/fit,108.44
2027,39966,2023-02-18,Changed mind,96.85
2028,39969,2023-09-14,Wrong size/fit,127.62
2029,39996,2023-02-20,Defective/damaged,333.62
2030,40001,2023-04-07,Changed mind,2397.65
2031,40008,2023-08-28,Wrong size/fit,16.57
2032,40020,2024-02-08,Changed mind,194.29
2033,40035,2026-05-06,Changed mind,25.88
2034,40055,2024-04-22,Not as described,563.94
2035,40081,2026-08-30,Changed mind,138.12
2036,40084,2025-06-05,Changed mind,54.13
2037,40115,2026-05-03,Changed mind,40.24
2038,40130,2023-08-23,Wrong size/fit,78.17
2039,40152,2023-07-26,Changed mind,322.3
2040,40185,2024-07-25,Wrong size/fit,148.22
2041,40190,2024-11-06,Wrong size/fit,112.64
2042,40198,2024-12-20,Changed mind,62.92
2043,40220,2024-12-22,Not as described,132.47
2044,40222,2024-10-08,Defective/damaged,235.08
2045,40223,2024-10-08,Wrong size/fit,82.56
2046,40249,2024-11-13,Wrong size/fit,24.22
2047,40252,2024-11-29,Wrong size/fit,103.63
2048,40277,2024-07-15,Defective/damaged,774.4
2049,40278,2024-08-14,Changed mind,74.58
2050,40290,2025-05-07,Defective/damaged,727.0
2051,40297,2025-08-27,Changed mind,399.69
2052,40299,2025-09-09,Not as described,494.62
2053,40302,2025-09-27,Changed mind,82.77
2054,40333,2026-08-16,Defective/damaged,17.54
2055,40358,2025-07-14,Not as described,18.95
2056,40376,2024-09-16,Not as described,92.82
2057,40389,2025-04-03,Defective/damaged,485.39
2058,40398,2026-04-12,Changed mind,171.21
2059,40470,2024-08-16,Changed mind,174.2
2060,40528,2025-07-24,Changed mind,161.23
2061,40538,2025-09-18,Not as described,257.3
2062,40539,2025-09-24,Changed mind,456.43
2063,40556,2026-07-04,Changed mind,170.72
2064,40626,2026-06-16,Defective/damaged,192.76
2065,40650,2024-07-28,Defective/damaged,11.52
2066,40668,2026-03-31,Defective/damaged,161.81
2067,40679,2023-12-15,Changed mind,657.42
2068,40794,2026-01-17,Changed mind,126.29
2069,40816,2025-05-26,Changed mind,100.48
2070,40827,2025-12-14,Changed mind,1294.18
2071,40832,2026-02-24,Defective/damaged,509.58
2072,40848,2026-06-17,Changed mind,227.34
2073,40851,2024-03-17,Wrong size/fit,113.97
2074,40857,2024-07-05,Not as described,20.12
2075,40862,2024-09-10,Wrong size/fit,52.46
2076,40867,2024-11-04,Not as described,65.88
2077,40886,2026-02-18,Wrong size/fit,81.37
2078,40893,2026-06-03,Changed mind,54.25
2079,40894,2026-06-02,Changed mind,20.12
2080,40898,2024-09-02,Defective/damaged,31.67
2081,40907,2025-06-02,Not as described,246.49
2082,40908,2025-06-08,Changed mind,1293.66
2083,40917,2026-02-11,Changed mind,79.55
2084,40919,2026-04-07,Changed mind,21.47
2085,40937,2024-05-21,Not as described,862.44
2086,40962,2026-05-26,Changed mind,653.13
2087,40965,2026-06-13,Not as described,534.14
2088,40975,2025-08-23,Wrong size/fit,101.38
2089,41006,2024-11-03,Changed mind,47.78
2090,41027,2024-01-07,Wrong size/fit,181.88
2091,41058,2025-07-18,Changed mind,156.68
2092,41066,2024-06-14,Changed mind,74.44
2093,41106,2023-04-18,Changed mind,798.35
2094,41133,2025-06-12,Defective/damaged,81.87
2095,41144,2025-10-06,Not as described,35.01
2096,41149,2025-11-15,Not as described,252.63
2097,41163,2026-06-03,Defective/damaged,283.35
2098,41176,2026-09-10,Not as described,246.46
2099,41184,2025-10-05,Changed mind,1596.7
2100,41209,2024-06-14,Wrong size/fit,54.22
2101,41234,2024-03-05,Wrong size/fit,71.82
2102,41237,2024-03-30,Not as described,209.46
2103,41270,2023-11-28,Changed mind,42.89
2104,41280,2025-05-27,Changed mind,49.38
2105,41288,2025-05-22,Changed mind,47.25
2106,41289,2025-05-12,Not as described,24.1
2107,41298,2024-11-23,Changed mind,676.11
2108,41336,2026-03-31,Wrong size/fit,69.2
2109,41344,2026-04-13,Defective/damaged,169.76
2110,41404,2026-01-02,Wrong size/fit,225.28
2111,41479,2023-06-17,Not as described,106.33
2112,41523,2023-05-22,Wrong size/fit,142.7
2113,41548,2025-05-25,Defective/damaged,1959.93
2114,41562,2025-12-28,Not as described,399.69
2115,41566,2026-03-02,Changed mind,199.88
2116,41589,2026-07-17,Not as described,66.49
2117,41602,2023-11-08,Changed mind,400.95
2118,41653,2024-08-15,Defective/damaged,217.18
2119,41666,2024-01-31,Not as described,729.06
2120,41672,2024-03-21,Not as described,443.56
2121,41679,2024-05-06,Changed mind,209.48
2122,41687,2024-11-18,Changed mind,602.9
2123,41740,2024-07-19,Wrong size/fit,57.8
2124,41750,2024-12-04,Wrong size/fit,55.03
2125,41765,2025-05-08,Changed mind,70.11
2126,41846,2025-08-02,Defective/damaged,21.26
2127,41858,2025-12-13,Wrong size/fit,54.15
2128,41864,2025-07-02,Defective/damaged,76.12
2129,41915,2025-06-06,Defective/damaged,8.14
2130,41926,2025-12-17,Changed mind,62.33
2131,41947,2023-12-19,Changed mind,666.73
2132,41958,2024-08-12,Changed mind,637.7
2133,41967,2024-09-05,Defective/damaged,183.24
2134,41998,2023-12-18,Defective/damaged,1072.15
2135,42016,2024-12-25,Defective/damaged,227.34
2136,42018,2025-01-03,Not as described,143.64
2137,42019,2024-12-27,Wrong size/fit,207.93
2138,42031,2025-05-17,Wrong size/fit,112.64
2139,42040,2026-02-28,Wrong size/fit,153.44
2140,42044,2026-05-21,Changed mind,90.94
2141,42097,2024-06-30,Wrong size/fit,171.21
2142,42119,2025-11-13,Changed mind,189.5
2143,42139,2026-08-15,Wrong size/fit,41.54
2144,42144,2024-06-04,Changed mind,159.23
2145,42158,2025-02-17,Wrong size/fit,164.87
2146,42172,2023-12-05,Wrong size/fit,423.52
2147,42184,2025-12-03,Changed mind,460.43
2148,42214,2026-02-22,Defective/damaged,270.9
2149,42233,2026-08-19,Defective/damaged,143.42
2150,42245,2026-04-16,Wrong size/fit,136.48
2151,42247,2026-06-03,Wrong size/fit,68.93
2152,42252,2025-03-22,Defective/damaged,11.83
2153,42270,2025-01-27,Changed mind,89.72
2154,42346,2023-09-22,Not as described,31.67
2155,42358,2024-01-29,Changed mind,51.51
2156,42370,2025-08-10,Defective/damaged,653.31
2157,42372,2025-08-20,Changed mind,49.31
2158,42376,2025-08-25,Not as described,41.48
2159,42396,2026-09-05,Wrong size/fit,78.68
2160,42421,2024-04-16,Changed mind,20.36
2161,42454,2025-12-14,Changed mind,183.24
2162,42462,2024-02-07,Not as described,227.58
2163,42465,2024-05-20,Changed mind,68.57
2164,42506,2026-05-05,Changed mind,151.8
2165,42508,2026-07-15,Changed mind,112.64
2166,42509,2026-07-16,Wrong size/fit,49.31
2167,42592,2024-08-26,Wrong size/fit,78.43
2168,42720,2024-06-12,Changed mind,10.77
2169,42740,2025-07-17,Changed mind,168.61
2170,42745,2025-08-09,Not as described,98.02
2171,42751,2024-05-14,Defective/damaged,107.3
2172,42768,2025-02-04,Changed mind,878.26
2173,42806,2026-03-12,Not as described,132.98
2174,42815,2026-04-25,Changed mind,487.74
2175,42819,2023-01-29,Not as described,75.47
2176,42828,2025-01-26,Changed mind,375.77
2177,42860,2025-09-26,Not as described,51.78
2178,42909,2026-08-25,Defective/damaged,68.23
2179,42921,2026-02-03,Wrong size/fit,72.75
2180,42935,2026-05-23,Not as described,112.64
2181,42942,2026-07-21,Changed mind,112.64
2182,42944,2026-08-08,Changed mind,99.34
2183,42957,2025-02-20,Defective/damaged,110.55
2184,42974,2024-07-03,Not as described,52.68
2185,42984,2025-06-03,Wrong size/fit,78.07
2186,42998,2025-01-23,Defective/damaged,108.7
2187,43002,2025-05-18,Not as described,55.46
2188,43004,2025-07-16,Changed mind,163.39
2189,43069,2024-01-04,Not as described,24.97
2190,43115,2024-08-07,Not as described,179.58
2191,43121,2024-12-31,Changed mind,680.34
2192,43130,2025-03-11,Changed mind,192.17
2193,43141,2025-08-05,Defective/damaged,47.0
2194,43148,2025-06-03,Defective/damaged,47.03
2195,43175,2025-02-10,Changed mind,157.06
2196,43183,2025-03-15,Changed mind,662.93
2197,43190,2025-05-11,Changed mind,90.38
2198,43219,2026-02-01,Defective/damaged,572.8
2199,43263,2025-12-29,Wrong size/fit,176.38
2200,43305,2025-07-05,Wrong size/fit,27.08
2201,43351,2024-02-17,Changed mind,268.91
2202,43388,2025-08-02,Defective/damaged,16.42
2203,43449,2024-09-30,Defective/damaged,442.26
2204,43450,2024-10-12,Changed mind,172.25
2205,43476,2026-01-10,Changed mind,399.69
2206,43488,2026-05-03,Defective/damaged,166.75
2207,43501,2024-12-12,Not as described,157.68
2208,43504,2025-01-29,Not as described,112.64
2209,43525,2025-10-06,Changed mind,82.01
2210,43562,2024-09-15,Wrong size/fit,272.82
2211,43625,2025-04-15,Changed mind,380.73
2212,43628,2025-09-08,Defective/damaged,1190.65
2213,43650,2024-09-03,Not as described,431.16
2214,43662,2024-03-29,Wrong size/fit,249.74
2215,43678,2026-01-06,Wrong size/fit,112.64
2216,43707,2026-06-06,Not as described,92.82
2217,43716,2025-11-19,Defective/damaged,26.27
2218,43719,2025-12-09,Changed mind,630.7
2219,43727,2026-05-15,Wrong size/fit,93.52
2220,43731,2026-07-02,Changed mind,357.91
2221,43780,2024-08-19,Not as described,117.27
2222,43786,2024-12-22,Not as described,74.7
2223,43822,2024-07-19,Changed mind,166.97
2224,43849,2024-03-31,Not as described,114.65
2225,43912,2025-07-06,Wrong size/fit,17.63
2226,43927,2026-04-23,Changed mind,136.54
2227,43928,2024-08-09,Not as described,101.14
2228,43931,2025-01-26,Wrong size/fit,53.26
2229,44024,2025-02-28,Changed mind,14.21
2230,44040,2023-11-25,Defective/damaged,199.88
2231,44078,2025-03-04,Changed mind,12.31
2232,44083,2023-08-06,Wrong size/fit,95.04
2233,44087,2023-11-09,Changed mind,41.63
2234,44092,2024-02-04,Wrong size/fit,27.63
2235,44119,2025-01-13,Wrong size/fit,176.38
2236,44143,2025-04-06,Changed mind,55.03
2237,44148,2026-03-01,Not as described,67.57
2238,44165,2026-05-10,Defective/damaged,291.81
2239,44190,2024-06-13,Not as described,37.56
2240,44193,2024-07-22,Changed mind,59.65
2241,44244,2025-03-06,Defective/damaged,66.14
2242,44305,2026-04-03,Defective/damaged,237.25
2243,44311,2025-05-19,Wrong size/fit,90.14
2244,44320,2025-12-22,Not as described,162.08
2245,44327,2026-01-14,Wrong size/fit,106.78
2246,44347,2023-11-30,Defective/damaged,174.08
2247,44349,2024-01-21,Wrong size/fit,51.36
2248,44350,2024-01-21,Wrong size/fit,35.55
2249,44358,2024-04-02,Changed mind,31.6
2250,44372,2025-01-21,Not as described,464.44
2251,44380,2025-11-29,Not as described,631.12
2252,44392,2024-04-13,Changed mind,666.73
2253,44399,2024-06-30,Wrong size/fit,62.62
2254,44428,2025-03-14,Changed mind,43.67
2255,44438,2026-05-28,Wrong size/fit,123.52
2256,44505,2026-06-06,Changed mind,54.56
2257,44535,2024-01-04,Changed mind,90.7
2258,44545,2024-07-03,Not as described,96.57
2259,44560,2026-04-17,Not as described,642.36
2260,44587,2024-09-10,Changed mind,36.65
2261,44589,2024-08-14,Changed mind,693.83
2262,44637,2023-04-22,Not as described,456.79
2263,44641,2023-07-28,Changed mind,55.37
2264,44665,2026-03-30,Not as described,318.08
2265,44674,2023-09-27,Defective/damaged,314.04
2266,44678,2024-02-10,Not as described,9.26
2267,44704,2025-07-26,Changed mind,583.55
2268,44716,2025-11-17,Changed mind,227.58
2269,44722,2026-06-28,Changed mind,447.05
2270,44771,2025-08-23,Not as described,773.37
2271,44814,2023-03-04,Not as described,257.79
2272,44816,2023-10-16,Wrong size/fit,64.97
2273,44848,2026-05-13,Changed mind,70.37
2274,44861,2026-06-29,Changed mind,73.17
2275,44896,2024-02-11,Defective/damaged,27.65
2276,44944,2024-07-10,Wrong size/fit,126.91
2277,44963,2023-04-01,Wrong size/fit,127.62
2278,44976,2023-07-08,Not as described,26.91
2279,44980,2023-08-15,Not as described,18.95
2280,45036,2026-01-25,Wrong size/fit,72.51
2281,45047,2024-06-13,Defective/damaged,552.83
2282,45109,2026-06-18,Defective/damaged,30.62
2283,45111,2026-07-14,Changed mind,16.46
2284,45127,2023-12-20,Wrong size/fit,57.85
2285,45155,2025-04-07,Not as described,280.21
2286,45169,2026-01-29,Not as described,139.95
2287,45180,2025-09-05,Not as described,311.6
2288,45185,2026-02-16,Not as described,627.68
2289,45190,2025-06-02,Defective/damaged,530.61
2290,45209,2025-05-21,Wrong size/fit,126.9
2291,45243,2024-03-28,Defective/damaged,28.44
2292,45264,2023-09-26,Not as described,80.81
2293,45271,2024-02-20,Defective/damaged,52.02
2294,45277,2024-06-19,Not as described,182.08
2295,45286,2024-01-24,Defective/damaged,115.36
2296,45312,2025-01-26,Wrong size/fit,127.62
2297,45316,2025-04-09,Not as described,232.22
2298,45321,2025-07-14,Not as described,26.0
2299,45324,2025-09-17,Defective/damaged,646.32
2300,45332,2025-03-17,Not as described,58.85
2301,45370,2026-05-03,Changed mind,10.92
2302,45436,2026-04-07,Defective/damaged,63.15
2303,45457,2023-09-21,Changed mind,854.16
2304,45480,2024-09-17,Wrong size/fit,24.22
2305,45489,2024-03-13,Defective/damaged,45.98
2306,45503,2026-08-21,Not as described,21.43
2307,45532,2026-09-10,Not as described,364.38
2308,45536,2024-06-23,Defective/damaged,131.13
2309,45538,2024-06-30,Defective/damaged,37.25
2310,45545,2024-11-24,Changed mind,267.59
2311,45583,2023-02-02,Not as described,176.38
2312,45589,2023-09-12,Changed mind,178.44
2313,45600,2023-01-31,Not as described,70.97
2314,45601,2023-01-20,Wrong size/fit,47.0
2315,45619,2024-01-19,Changed mind,43.87
2316,45662,2024-01-19,Changed mind,13.28
2317,45678,2024-12-31,Wrong size/fit,36.75
2318,45682,2024-08-31,Changed mind,106.98
2319,45684,2026-07-19,Not as described,214.01
2320,45721,2023-10-06,Wrong size/fit,73.48
2321,45724,2024-03-25,Changed mind,67.51
2322,45725,2024-04-02,Changed mind,16.4
2323,45755,2025-09-23,Not as described,46.08
2324,45759,2025-10-04,Not as described,75.7
2325,45765,2025-10-30,Wrong size/fit,107.93
2326,45844,2026-07-31,Defective/damaged,128.68
2327,45865,2023-10-17,Defective/damaged,154.69
2328,45902,2024-11-23,Changed mind,155.97
2329,45932,2023-03-27,Changed mind,20.12
2330,45962,2024-12-27,Defective/damaged,199.88
2331,45993,2024-08-26,Not as described,559.79
2332,45997,2024-10-11,Changed mind,884.52
2333,46029,2023-11-17,Wrong size/fit,82.76
2334,46033,2023-12-09,Wrong size/fit,149.73
2335,46034,2023-11-29,Wrong size/fit,174.8
2336,46041,2026-03-04,Not as described,19.21
2337,46042,2026-04-19,Not as described,185.01
2338,46082,2026-07-12,Defective/damaged,193.65
2339,46101,2025-03-19,Defective/damaged,36.71
2340,46105,2025-05-06,Not as described,111.96
2341,46151,2024-06-27,Wrong size/fit,140.77
2342,46172,2024-07-26,Changed mind,286.87
2343,46191,2023-09-23,Not as described,55.37
2344,46202,2024-03-20,Not as described,311.98
2345,46223,2025-12-31,Not as described,311.94
2346,46233,2026-02-07,Changed mind,77.35
2347,46242,2024-11-13,Defective/damaged,31.49
2348,46260,2024-04-23,Not as described,191.49
2349,46275,2025-02-22,Defective/damaged,177.36
2350,46295,2024-11-02,Defective/damaged,379.56
2351,46325,2026-04-13,Defective/damaged,1596.7
2352,46345,2026-07-31,Not as described,22.04
2353,46346,2026-08-07,Changed mind,1189.02
2354,46350,2025-08-25,Wrong size/fit,114.86
2355,46378,2026-03-27,Not as described,111.7
2356,46425,2026-06-02,Changed mind,101.65
2357,46435,2025-09-16,Not as described,155.97
2358,46448,2026-09-08,Not as described,503.7
2359,46451,2023-08-01,Defective/damaged,320.2
2360,46491,2026-05-18,Changed mind,431.22
2361,46519,2025-07-28,Not as described,107.66
2362,46526,2026-03-07,Changed mind,37.97
2363,46541,2026-08-20,Not as described,45.63
2364,46693,2023-09-15,Defective/damaged,18.44
2365,46704,2024-04-24,Changed mind,46.22
2366,46706,2023-02-22,Not as described,719.23
2367,46712,2023-05-29,Defective/damaged,46.04
2368,46716,2023-08-27,Defective/damaged,133.15
2369,46726,2023-11-05,Changed mind,111.14
2370,46773,2025-02-25,Not as described,76.22
2371,46788,2026-05-09,Changed mind,183.6
2372,46797,2024-09-05,Not as described,344.36
2373,46838,2026-05-25,Changed mind,436.09
2374,46860,2025-08-18,Wrong size/fit,217.52
2375,46868,2026-02-26,Changed mind,148.85
2376,46877,2026-06-11,Changed mind,249.53
2377,46894,2023-05-16,Defective/damaged,541.68
2378,46901,2024-01-20,Changed mind,55.03
2379,46906,2024-04-18,Not as described,42.08
2380,46919,2024-10-06,Not as described,51.13
2381,46942,2025-02-13,Changed mind,50.61
2382,46967,2025-09-24,Changed mind,509.51
2383,47055,2024-12-19,Wrong size/fit,140.25
2384,47070,2026-01-09,Defective/damaged,981.69
2385,47071,2026-01-12,Not as described,96.77
2386,47158,2024-11-23,Changed mind,431.22
2387,47167,2024-04-09,Not as described,176.38
2388,47178,2024-09-18,Not as described,156.34
2389,47184,2025-01-14,Changed mind,80.3
2390,47187,2025-02-16,Wrong size/fit,96.7
